time,open,high,low,close,tick_volume,spread
2026-06-28 22:30:00+00:00,4057.34,4060.62,4056.47,4059.1,485,0
2026-06-28 22:31:00+00:00,4059.1,4059.84,4057.5,4057.5,448,0
2026-06-28 22:32:00+00:00,4057.5,4063.07,4057.43,4061.91,595,0
2026-06-28 22:33:00+00:00,4061.91,4062.29,4060.11,4060.55,362,3
2026-06-28 22:34:00+00:00,4060.55,4061.01,4057.41,4057.41,216,0
2026-06-28 22:35:00+00:00,4057.41,4057.9,4056.05,4057.51,241,0
2026-06-28 22:36:00+00:00,4057.51,4060.92,4057.31,4060.87,325,0
2026-06-28 22:37:00+00:00,4060.87,4060.87,4058.82,4059.82,181,0
2026-06-28 22:38:00+00:00,4059.82,4061.89,4059.36,4061.47,288,0
2026-06-28 22:39:00+00:00,4061.47,4062.23,4061.09,4061.29,221,0
2026-06-28 22:40:00+00:00,4061.29,4064.05,4061.16,4064.04,337,0
2026-06-28 22:41:00+00:00,4064.04,4064.07,4062.74,4064.04,184,0
2026-06-28 22:42:00+00:00,4064.04,4064.12,4063.3,4063.77,121,0
2026-06-28 22:43:00+00:00,4063.96,4065.46,4063.48,4064.62,272,0
2026-06-28 22:44:00+00:00,4064.62,4064.72,4063.38,4063.46,210,0
2026-06-28 22:45:00+00:00,4063.46,4065.02,4063.33,4064.88,209,0
2026-06-28 22:46:00+00:00,4064.88,4065.0,4063.53,4064.31,325,0
2026-06-28 22:47:00+00:00,4064.31,4065.75,4063.67,4065.35,308,10
2026-06-28 22:48:00+00:00,4065.35,4068.9,4065.35,4068.37,352,0
2026-06-28 22:49:00+00:00,4068.37,4069.41,4067.51,4069.13,388,0
2026-06-28 22:50:00+00:00,4069.13,4069.19,4065.2,4066.24,411,0
2026-06-28 22:51:00+00:00,4066.24,4066.56,4063.66,4063.88,295,0
2026-06-28 22:52:00+00:00,4063.88,4064.05,4062.35,4063.26,316,0
2026-06-28 22:53:00+00:00,4063.26,4064.98,4063.26,4064.98,268,0
2026-06-28 22:54:00+00:00,4064.98,4065.1,4064.09,4064.6,333,0
2026-06-28 22:55:00+00:00,4064.6,4067.29,4064.05,4066.76,258,0
2026-06-28 22:56:00+00:00,4066.76,4068.87,4066.76,4068.77,279,0
2026-06-28 22:57:00+00:00,4068.77,4069.53,4068.18,4068.66,348,0
2026-06-28 22:58:00+00:00,4068.66,4068.68,4067.13,4067.56,242,0
2026-06-28 22:59:00+00:00,4067.56,4067.63,4065.36,4066.22,450,0
2026-06-28 23:00:00+00:00,4066.22,4067.25,4065.51,4066.42,580,0
2026-06-28 23:01:00+00:00,4066.57,4069.27,4066.24,4068.15,739,0
2026-06-28 23:02:00+00:00,4068.15,4068.76,4067.5,4067.8,419,0
2026-06-28 23:03:00+00:00,4067.8,4069.14,4066.74,4069.05,601,0
2026-06-28 23:04:00+00:00,4069.23,4070.27,4067.78,4067.92,610,0
2026-06-28 23:05:00+00:00,4067.92,4069.27,4066.1,4066.72,563,0
2026-06-28 23:06:00+00:00,4066.71,4068.89,4066.11,4068.65,482,0
2026-06-28 23:07:00+00:00,4068.66,4070.4,4067.74,4069.69,626,0
2026-06-28 23:08:00+00:00,4069.69,4070.01,4067.94,4068.71,338,0
2026-06-28 23:09:00+00:00,4068.71,4070.56,4068.38,4070.47,360,0
2026-06-28 23:10:00+00:00,4070.43,4070.43,4067.64,4068.21,472,0
2026-06-28 23:11:00+00:00,4068.21,4068.82,4067.32,4068.05,501,0
2026-06-28 23:12:00+00:00,4068.05,4068.76,4067.64,4067.66,394,0
2026-06-28 23:13:00+00:00,4067.66,4068.4,4066.42,4066.6,263,0
2026-06-28 23:14:00+00:00,4066.61,4066.66,4065.42,4065.69,208,0
2026-06-28 23:15:00+00:00,4065.7,4065.79,4063.2,4063.2,511,0
2026-06-28 23:16:00+00:00,4063.2,4063.35,4062.32,4062.92,428,0
2026-06-28 23:17:00+00:00,4062.98,4063.04,4059.46,4059.65,437,0
2026-06-28 23:18:00+00:00,4059.65,4062.59,4059.46,4061.83,391,0
2026-06-28 23:19:00+00:00,4061.83,4062.06,4059.28,4060.03,345,0
2026-06-28 23:20:00+00:00,4060.03,4060.96,4058.95,4059.71,402,0
2026-06-28 23:21:00+00:00,4059.69,4059.97,4058.52,4059.23,414,0
2026-06-28 23:22:00+00:00,4059.23,4059.53,4056.31,4057.77,405,0
2026-06-28 23:23:00+00:00,4057.77,4058.48,4056.85,4056.9,427,0
2026-06-28 23:24:00+00:00,4056.9,4057.8,4056.18,4057.64,407,0
2026-06-28 23:25:00+00:00,4057.64,4058.07,4056.61,4057.77,267,0
2026-06-28 23:26:00+00:00,4057.83,4059.23,4057.83,4059.11,237,1
2026-06-28 23:27:00+00:00,4059.11,4059.11,4056.63,4057.11,238,0
2026-06-28 23:28:00+00:00,4057.12,4057.38,4055.71,4056.2,383,0
2026-06-28 23:29:00+00:00,4056.2,4057.45,4055.4,4057.05,288,0
2026-06-28 23:30:00+00:00,4057.05,4057.71,4055.56,4056.39,375,0
2026-06-28 23:31:00+00:00,4056.39,4056.67,4052.51,4052.91,392,0
2026-06-28 23:32:00+00:00,4052.93,4053.99,4051.88,4053.87,449,0
2026-06-28 23:33:00+00:00,4053.95,4055.17,4053.12,4054.51,453,0
2026-06-28 23:34:00+00:00,4054.51,4056.84,4053.79,4056.26,240,0
2026-06-28 23:35:00+00:00,4056.26,4057.76,4056.07,4057.2,216,0
2026-06-28 23:36:00+00:00,4057.2,4057.52,4056.46,4057.14,229,0
2026-06-28 23:37:00+00:00,4057.13,4057.77,4056.25,4057.67,245,0
2026-06-28 23:38:00+00:00,4057.67,4059.89,4057.05,4059.86,395,0
2026-06-28 23:39:00+00:00,4059.86,4062.2,4059.26,4060.65,581,0
2026-06-28 23:40:00+00:00,4060.65,4062.09,4060.54,4060.95,539,0
2026-06-28 23:41:00+00:00,4060.95,4061.56,4060.16,4060.53,463,0
2026-06-28 23:42:00+00:00,4060.53,4061.55,4060.39,4061.49,290,0
2026-06-28 23:43:00+00:00,4061.49,4061.98,4060.12,4060.75,333,0
2026-06-28 23:44:00+00:00,4060.75,4062.83,4060.2,4062.78,361,0
2026-06-28 23:45:00+00:00,4062.74,4065.51,4062.46,4063.99,706,0
2026-06-28 23:46:00+00:00,4063.99,4065.11,4063.85,4065.1,507,0
2026-06-28 23:47:00+00:00,4065.1,4065.34,4062.51,4063.45,406,0
2026-06-28 23:48:00+00:00,4063.45,4063.72,4062.25,4062.66,292,0
2026-06-28 23:49:00+00:00,4062.66,4064.01,4061.59,4061.72,363,0
2026-06-28 23:50:00+00:00,4061.72,4062.83,4061.27,4061.8,451,2
2026-06-28 23:51:00+00:00,4061.79,4064.36,4061.26,4064.08,350,2
2026-06-28 23:52:00+00:00,4064.08,4066.25,4063.92,4065.0,339,0
2026-06-28 23:53:00+00:00,4065.0,4065.36,4064.72,4064.96,577,3
2026-06-28 23:54:00+00:00,4064.96,4065.13,4063.36,4064.39,274,0
2026-06-28 23:55:00+00:00,4064.38,4065.06,4063.89,4064.59,250,0
2026-06-28 23:56:00+00:00,4064.56,4065.03,4064.16,4064.47,447,0
2026-06-28 23:57:00+00:00,4064.47,4065.11,4063.04,4064.64,301,0
2026-06-28 23:58:00+00:00,4064.64,4065.12,4062.77,4063.11,466,0
2026-06-28 23:59:00+00:00,4063.12,4064.57,4062.47,4062.73,441,0
2026-06-29 00:00:00+00:00,4062.73,4063.07,4057.46,4059.45,565,0
2026-06-29 00:01:00+00:00,4059.43,4061.53,4057.32,4060.64,669,0
2026-06-29 00:02:00+00:00,4060.63,4063.08,4060.19,4062.51,731,0
2026-06-29 00:03:00+00:00,4062.75,4064.52,4062.0,4064.5,1003,0
2026-06-29 00:04:00+00:00,4064.5,4064.83,4061.83,4062.13,833,0
2026-06-29 00:05:00+00:00,4062.13,4062.47,4054.78,4055.85,548,0
2026-06-29 00:06:00+00:00,4055.85,4057.63,4053.69,4055.95,701,0
2026-06-29 00:07:00+00:00,4055.95,4057.23,4054.72,4055.63,677,0
2026-06-29 00:08:00+00:00,4055.63,4057.85,4054.85,4057.85,675,0
2026-06-29 00:09:00+00:00,4057.85,4058.36,4055.8,4058.09,755,0
2026-06-29 00:10:00+00:00,4058.09,4058.95,4056.53,4057.63,781,0
2026-06-29 00:11:00+00:00,4057.63,4059.48,4056.93,4059.21,820,0
2026-06-29 00:12:00+00:00,4059.21,4060.76,4056.67,4059.76,657,0
2026-06-29 00:13:00+00:00,4059.76,4060.64,4058.37,4059.32,658,0
2026-06-29 00:14:00+00:00,4059.45,4060.07,4057.9,4058.9,379,0
2026-06-29 00:15:00+00:00,4058.92,4061.93,4058.17,4058.53,602,0
2026-06-29 00:16:00+00:00,4058.53,4060.69,4057.26,4059.06,668,0
2026-06-29 00:17:00+00:00,4059.01,4060.94,4058.88,4060.1,472,0
2026-06-29 00:18:00+00:00,4060.1,4061.68,4057.83,4061.6,425,0
2026-06-29 00:19:00+00:00,4061.6,4062.16,4057.33,4057.44,501,0
2026-06-29 00:20:00+00:00,4057.44,4058.32,4057.04,4057.19,478,0
2026-06-29 00:21:00+00:00,4057.19,4057.58,4054.12,4055.26,550,0
2026-06-29 00:22:00+00:00,4055.26,4057.02,4054.75,4055.59,441,0
2026-06-29 00:23:00+00:00,4055.57,4056.2,4050.8,4051.66,542,0
2026-06-29 00:24:00+00:00,4051.66,4053.81,4050.73,4052.5,725,0
2026-06-29 00:25:00+00:00,4052.48,4052.74,4050.77,4051.47,546,0
2026-06-29 00:26:00+00:00,4051.47,4052.21,4050.09,4051.29,317,0
2026-06-29 00:27:00+00:00,4051.29,4052.98,4049.63,4050.06,476,0
2026-06-29 00:28:00+00:00,4050.06,4052.58,4049.97,4051.33,440,0
2026-06-29 00:29:00+00:00,4051.33,4052.01,4048.23,4048.29,417,0
2026-06-29 00:30:00+00:00,4048.29,4051.32,4048.29,4050.12,535,0
2026-06-29 00:31:00+00:00,4050.12,4051.27,4049.42,4049.87,436,0
2026-06-29 00:32:00+00:00,4049.84,4052.78,4049.7,4052.68,639,0
2026-06-29 00:33:00+00:00,4052.65,4054.06,4051.9,4053.65,699,0
2026-06-29 00:34:00+00:00,4053.62,4055.66,4053.04,4054.21,713,0
2026-06-29 00:35:00+00:00,4054.21,4060.46,4053.66,4059.11,733,0
2026-06-29 00:36:00+00:00,4059.11,4061.28,4058.18,4060.05,779,0
2026-06-29 00:37:00+00:00,4060.06,4061.23,4059.19,4060.48,686,0
2026-06-29 00:38:00+00:00,4060.48,4061.27,4059.64,4060.86,559,0
2026-06-29 00:39:00+00:00,4060.86,4061.7,4060.1,4060.66,404,0
2026-06-29 00:40:00+00:00,4060.66,4064.71,4060.39,4064.32,461,0
2026-06-29 00:41:00+00:00,4064.32,4065.94,4061.5,4062.27,454,0
2026-06-29 00:42:00+00:00,4062.27,4066.8,4062.27,4066.67,651,0
2026-06-29 00:43:00+00:00,4066.65,4068.37,4065.59,4066.03,631,0
2026-06-29 00:44:00+00:00,4066.03,4069.98,4065.79,4069.56,520,0
2026-06-29 00:45:00+00:00,4069.56,4069.56,4065.08,4066.96,533,0
2026-06-29 00:46:00+00:00,4066.96,4067.59,4066.03,4066.89,345,0
2026-06-29 00:47:00+00:00,4066.89,4067.45,4064.93,4065.15,446,0
2026-06-29 00:48:00+00:00,4065.15,4065.72,4063.08,4065.17,442,0
2026-06-29 00:49:00+00:00,4065.17,4066.58,4064.37,4066.58,458,0
2026-06-29 00:50:00+00:00,4066.58,4068.54,4065.75,4065.97,444,0
2026-06-29 00:51:00+00:00,4065.97,4066.63,4065.29,4065.7,403,0
2026-06-29 00:52:00+00:00,4065.7,4066.59,4065.18,4065.21,341,0
2026-06-29 00:53:00+00:00,4065.21,4067.24,4064.3,4067.23,340,0
2026-06-29 00:54:00+00:00,4067.23,4069.55,4066.87,4069.46,527,0
2026-06-29 00:55:00+00:00,4069.49,4070.25,4068.08,4069.82,433,0
2026-06-29 00:56:00+00:00,4069.82,4073.51,4069.82,4073.44,540,0
2026-06-29 00:57:00+00:00,4073.44,4073.67,4070.99,4071.0,486,0
2026-06-29 00:58:00+00:00,4071.0,4072.88,4070.3,4072.57,431,0
2026-06-29 00:59:00+00:00,4072.57,4074.21,4069.48,4069.48,663,0
2026-06-29 01:00:00+00:00,4069.48,4070.23,4062.22,4064.14,985,0
2026-06-29 01:01:00+00:00,4064.14,4065.13,4061.04,4063.89,724,0
2026-06-29 01:02:00+00:00,4063.89,4064.04,4059.68,4060.98,590,0
2026-06-29 01:03:00+00:00,4060.98,4062.77,4058.36,4062.14,631,0
2026-06-29 01:04:00+00:00,4062.25,4064.87,4061.35,4064.58,653,0
2026-06-29 01:05:00+00:00,4064.58,4070.48,4063.34,4068.82,737,0
2026-06-29 01:06:00+00:00,4068.82,4074.07,4068.82,4073.59,994,0
2026-06-29 01:07:00+00:00,4073.59,4074.58,4067.95,4068.33,828,0
2026-06-29 01:08:00+00:00,4068.33,4068.98,4065.19,4065.67,521,0
2026-06-29 01:09:00+00:00,4065.67,4065.84,4059.99,4061.98,637,0
2026-06-29 01:10:00+00:00,4061.98,4064.63,4060.82,4063.73,442,0
2026-06-29 01:11:00+00:00,4063.71,4064.31,4060.03,4061.5,599,0
2026-06-29 01:12:00+00:00,4061.58,4062.73,4059.89,4060.52,416,0
2026-06-29 01:13:00+00:00,4060.5,4060.96,4056.32,4057.13,716,0
2026-06-29 01:14:00+00:00,4057.12,4057.55,4053.88,4054.83,822,0
2026-06-29 01:15:00+00:00,4054.87,4058.46,4054.64,4057.92,1068,0
2026-06-29 01:16:00+00:00,4057.92,4059.08,4056.19,4057.34,569,0
2026-06-29 01:17:00+00:00,4057.34,4059.32,4055.41,4058.35,585,0
2026-06-29 01:18:00+00:00,4058.35,4059.92,4057.12,4058.92,499,0
2026-06-29 01:19:00+00:00,4058.92,4060.36,4056.05,4058.44,652,0
2026-06-29 01:20:00+00:00,4058.44,4059.96,4057.04,4059.85,679,0
2026-06-29 01:21:00+00:00,4059.85,4061.29,4058.75,4059.7,457,0
2026-06-29 01:22:00+00:00,4059.68,4060.31,4058.14,4060.15,391,0
2026-06-29 01:23:00+00:00,4060.17,4062.86,4059.08,4062.86,504,0
2026-06-29 01:24:00+00:00,4062.86,4063.49,4060.9,4061.13,585,0
2026-06-29 01:25:00+00:00,4061.13,4065.31,4061.08,4063.92,499,0
2026-06-29 01:26:00+00:00,4063.92,4066.08,4063.72,4064.74,730,0
2026-06-29 01:27:00+00:00,4064.74,4065.61,4060.86,4061.48,554,0
2026-06-29 01:28:00+00:00,4061.48,4063.2,4061.25,4062.18,426,0
2026-06-29 01:29:00+00:00,4062.18,4062.28,4059.17,4059.35,712,0
2026-06-29 01:30:00+00:00,4059.35,4059.85,4055.7,4057.86,900,0
2026-06-29 01:31:00+00:00,4057.81,4058.87,4056.51,4058.32,634,0
2026-06-29 01:32:00+00:00,4058.32,4060.13,4057.87,4059.99,437,0
2026-06-29 01:33:00+00:00,4059.99,4060.45,4057.94,4058.6,447,0
2026-06-29 01:34:00+00:00,4058.6,4060.76,4058.43,4059.82,430,0
2026-06-29 01:35:00+00:00,4059.82,4063.18,4058.88,4062.92,473,0
2026-06-29 01:36:00+00:00,4062.92,4064.06,4061.75,4063.46,791,0
2026-06-29 01:37:00+00:00,4063.44,4064.64,4061.31,4061.32,552,0
2026-06-29 01:38:00+00:00,4061.32,4062.95,4060.87,4062.87,605,0
2026-06-29 01:39:00+00:00,4062.81,4064.25,4061.02,4061.73,727,0
2026-06-29 01:40:00+00:00,4061.68,4063.38,4061.55,4062.84,422,0
2026-06-29 01:41:00+00:00,4062.84,4066.72,4061.99,4066.7,435,0
2026-06-29 01:42:00+00:00,4066.7,4066.7,4062.97,4063.92,537,0
2026-06-29 01:43:00+00:00,4064.02,4066.15,4063.18,4063.32,493,0
2026-06-29 01:44:00+00:00,4063.32,4063.7,4062.3,4063.6,467,0
2026-06-29 01:45:00+00:00,4063.6,4063.91,4057.99,4058.71,752,0
2026-06-29 01:46:00+00:00,4058.69,4059.57,4055.47,4055.66,531,0
2026-06-29 01:47:00+00:00,4055.66,4058.11,4054.91,4058.08,532,0
2026-06-29 01:48:00+00:00,4058.08,4062.25,4057.24,4062.25,747,0
2026-06-29 01:49:00+00:00,4062.25,4062.25,4059.23,4060.06,445,0
2026-06-29 01:50:00+00:00,4060.06,4060.68,4058.24,4059.32,417,0
2026-06-29 01:51:00+00:00,4059.32,4059.38,4056.76,4058.26,393,0
2026-06-29 01:52:00+00:00,4058.26,4059.78,4057.86,4058.94,444,0
2026-06-29 01:53:00+00:00,4058.94,4060.97,4057.75,4058.98,594,0
2026-06-29 01:54:00+00:00,4058.98,4061.99,4058.94,4061.99,472,0
2026-06-29 01:55:00+00:00,4061.99,4062.07,4059.53,4060.39,499,0
2026-06-29 01:56:00+00:00,4060.39,4063.18,4059.5,4061.99,549,0
2026-06-29 01:57:00+00:00,4061.99,4062.11,4060.56,4061.55,560,0
2026-06-29 01:58:00+00:00,4061.55,4062.09,4060.18,4061.63,501,0
2026-06-29 01:59:00+00:00,4061.63,4062.03,4060.08,4061.48,475,0
2026-06-29 02:00:00+00:00,4061.48,4064.25,4059.44,4063.52,683,0
2026-06-29 02:01:00+00:00,4063.52,4067.29,4063.22,4067.27,677,0
2026-06-29 02:02:00+00:00,4067.27,4067.55,4065.23,4066.83,616,0
2026-06-29 02:03:00+00:00,4066.83,4070.52,4066.13,4066.13,538,0
2026-06-29 02:04:00+00:00,4066.13,4067.62,4063.85,4066.05,607,0
2026-06-29 02:05:00+00:00,4066.03,4067.41,4064.33,4066.64,565,0
2026-06-29 02:06:00+00:00,4066.64,4067.11,4063.62,4063.9,482,0
2026-06-29 02:07:00+00:00,4063.9,4065.34,4062.69,4063.43,468,0
2026-06-29 02:08:00+00:00,4063.43,4063.43,4059.92,4060.63,483,0
2026-06-29 02:09:00+00:00,4060.66,4062.08,4059.85,4061.99,524,0
2026-06-29 02:10:00+00:00,4062.0,4065.47,4061.88,4065.2,743,0
2026-06-29 02:11:00+00:00,4065.2,4066.81,4064.47,4065.56,705,0
2026-06-29 02:12:00+00:00,4065.56,4065.79,4063.84,4064.57,504,0
2026-06-29 02:13:00+00:00,4064.57,4064.57,4060.22,4061.73,576,0
2026-06-29 02:14:00+00:00,4061.73,4063.56,4061.0,4061.0,630,0
2026-06-29 02:15:00+00:00,4061.0,4062.51,4060.39,4062.21,414,0
2026-06-29 02:16:00+00:00,4062.28,4066.86,4062.11,4066.5,702,0
2026-06-29 02:17:00+00:00,4066.5,4068.75,4065.74,4067.95,914,0
2026-06-29 02:18:00+00:00,4067.95,4069.12,4067.04,4068.87,476,0
2026-06-29 02:19:00+00:00,4068.87,4069.2,4066.78,4067.52,379,0
2026-06-29 02:20:00+00:00,4067.52,4068.93,4065.34,4066.06,499,0
2026-06-29 02:21:00+00:00,4066.06,4067.73,4065.74,4067.22,441,0
2026-06-29 02:22:00+00:00,4067.22,4069.67,4066.98,4069.67,463,0
2026-06-29 02:23:00+00:00,4069.67,4070.32,4066.62,4067.06,411,0
2026-06-29 02:24:00+00:00,4067.06,4067.96,4066.67,4067.78,356,0
2026-06-29 02:25:00+00:00,4067.78,4068.33,4067.06,4068.0,447,0
2026-06-29 02:26:00+00:00,4068.0,4068.71,4067.42,4067.9,309,0
2026-06-29 02:27:00+00:00,4067.9,4070.27,4067.35,4069.9,378,0
2026-06-29 02:28:00+00:00,4069.93,4070.57,4069.23,4070.48,306,0
2026-06-29 02:29:00+00:00,4070.5,4070.78,4068.48,4068.92,517,0
2026-06-29 02:30:00+00:00,4068.92,4071.8,4068.38,4071.24,809,0
2026-06-29 02:31:00+00:00,4071.24,4071.24,4068.85,4070.24,588,0
2026-06-29 02:32:00+00:00,4070.24,4071.55,4069.3,4070.94,350,0
2026-06-29 02:33:00+00:00,4070.94,4071.56,4068.77,4068.78,491,0
2026-06-29 02:34:00+00:00,4068.79,4069.13,4067.36,4068.75,501,0
2026-06-29 02:35:00+00:00,4068.75,4068.77,4067.16,4067.16,398,0
2026-06-29 02:36:00+00:00,4067.16,4067.16,4063.76,4063.95,711,0
2026-06-29 02:37:00+00:00,4063.95,4064.34,4060.66,4061.3,638,0
2026-06-29 02:38:00+00:00,4061.3,4062.18,4060.03,4060.67,531,0
2026-06-29 02:39:00+00:00,4060.67,4062.06,4059.82,4060.35,421,0
2026-06-29 02:40:00+00:00,4060.35,4062.38,4060.03,4061.27,502,0
2026-06-29 02:41:00+00:00,4061.27,4062.99,4060.81,4061.79,466,0
2026-06-29 02:42:00+00:00,4061.8,4063.22,4060.8,4060.8,343,0
2026-06-29 02:43:00+00:00,4060.8,4061.51,4060.55,4060.65,336,0
2026-06-29 02:44:00+00:00,4060.65,4062.43,4058.49,4060.64,488,0
2026-06-29 02:45:00+00:00,4060.64,4061.65,4058.92,4060.42,589,0
2026-06-29 02:46:00+00:00,4060.42,4066.92,4060.27,4066.22,677,0
2026-06-29 02:47:00+00:00,4066.17,4069.49,4065.96,4068.3,809,0
2026-06-29 02:48:00+00:00,4068.3,4069.36,4066.61,4067.32,763,0
2026-06-29 02:49:00+00:00,4067.32,4067.6,4066.18,4067.54,435,0
2026-06-29 02:50:00+00:00,4067.54,4067.54,4065.42,4065.42,580,0
2026-06-29 02:51:00+00:00,4065.42,4067.01,4064.01,4064.96,562,0
2026-06-29 02:52:00+00:00,4064.96,4067.07,4064.93,4066.36,698,0
2026-06-29 02:53:00+00:00,4066.36,4067.99,4065.88,4066.53,477,0
2026-06-29 02:54:00+00:00,4066.53,4069.46,4066.06,4067.35,506,0
2026-06-29 02:55:00+00:00,4067.35,4067.99,4066.14,4067.14,379,0
2026-06-29 02:56:00+00:00,4067.19,4067.94,4066.4,4067.35,396,0
2026-06-29 02:57:00+00:00,4067.35,4068.73,4067.06,4067.3,426,0
2026-06-29 02:58:00+00:00,4067.29,4067.69,4066.43,4067.36,398,0
2026-06-29 02:59:00+00:00,4067.4,4067.69,4065.19,4066.32,613,0
2026-06-29 03:00:00+00:00,4066.32,4066.45,4064.93,4065.95,473,0
2026-06-29 03:01:00+00:00,4066.01,4067.4,4065.93,4066.39,617,0
2026-06-29 03:02:00+00:00,4066.39,4067.12,4065.15,4066.03,525,0
2026-06-29 03:03:00+00:00,4066.03,4066.71,4065.27,4066.11,365,0
2026-06-29 03:04:00+00:00,4066.11,4067.19,4065.39,4065.95,405,0
2026-06-29 03:05:00+00:00,4065.95,4067.26,4065.89,4066.7,339,0
2026-06-29 03:06:00+00:00,4066.7,4067.26,4066.01,4066.37,336,0
2026-06-29 03:07:00+00:00,4066.4,4067.56,4065.36,4067.15,452,0
2026-06-29 03:08:00+00:00,4067.13,4068.74,4067.07,4068.06,505,0
2026-06-29 03:09:00+00:00,4068.06,4070.17,4066.98,4069.68,571,0
2026-06-29 03:10:00+00:00,4069.68,4069.8,4066.86,4067.09,328,0
2026-06-29 03:11:00+00:00,4067.1,4067.49,4066.13,4066.53,679,0
2026-06-29 03:12:00+00:00,4066.53,4068.11,4065.46,4067.73,480,0
2026-06-29 03:13:00+00:00,4067.73,4070.27,4067.44,4068.94,775,0
2026-06-29 03:14:00+00:00,4068.94,4071.19,4068.91,4069.14,464,0
2026-06-29 03:15:00+00:00,4069.14,4070.22,4068.22,4070.15,578,0
2026-06-29 03:16:00+00:00,4070.15,4071.07,4069.54,4070.97,446,0
2026-06-29 03:17:00+00:00,4070.97,4071.65,4069.91,4070.13,412,0
2026-06-29 03:18:00+00:00,4070.13,4071.49,4068.91,4069.51,308,0
2026-06-29 03:19:00+00:00,4069.51,4069.69,4067.35,4069.37,312,0
2026-06-29 03:20:00+00:00,4069.43,4071.82,4068.93,4071.82,418,0
2026-06-29 03:21:00+00:00,4071.82,4073.3,4071.7,4072.38,572,0
2026-06-29 03:22:00+00:00,4072.38,4075.68,4071.86,4074.31,631,0
2026-06-29 03:23:00+00:00,4074.31,4074.74,4072.64,4073.1,513,0
2026-06-29 03:24:00+00:00,4073.1,4073.78,4072.08,4073.56,657,4
2026-06-29 03:25:00+00:00,4073.56,4073.56,4071.86,4071.96,498,0
2026-06-29 03:26:00+00:00,4071.98,4073.04,4070.98,4071.79,576,0
2026-06-29 03:27:00+00:00,4071.77,4072.49,4071.5,4072.26,536,0
2026-06-29 03:28:00+00:00,4072.26,4072.89,4071.74,4072.14,482,0
2026-06-29 03:29:00+00:00,4072.14,4072.93,4071.95,4072.4,359,7
2026-06-29 03:30:00+00:00,4072.4,4073.4,4070.87,4071.23,339,0
2026-06-29 03:31:00+00:00,4071.23,4071.7,4069.16,4069.21,580,0
2026-06-29 03:32:00+00:00,4069.21,4069.56,4067.76,4068.97,357,0
2026-06-29 03:33:00+00:00,4068.97,4069.85,4068.02,4068.81,412,0
2026-06-29 03:34:00+00:00,4068.86,4069.66,4068.25,4069.66,373,0
2026-06-29 03:35:00+00:00,4069.66,4069.82,4067.56,4067.67,371,0
2026-06-29 03:36:00+00:00,4067.67,4068.39,4067.23,4068.26,325,0
2026-06-29 03:37:00+00:00,4068.26,4069.09,4067.73,4068.59,456,0
2026-06-29 03:38:00+00:00,4068.59,4069.24,4065.64,4066.44,386,0
2026-06-29 03:39:00+00:00,4066.44,4067.36,4066.04,4067.24,500,0
